73.323298,78.679884,
88.44575,92.53053,
96.451569,105.841632,
118.541806,133.723869,
146.91849,150.631915,
153.472345,161.1156,
164.994696,176.422289,
189.030736,192.341986,
197.958327,202.310673,
215.415013,222.063681,
238.914199,248.994724,
289.103847,292.614983,
295.116048,306.907374,
318.806904,328.349147,
335.963154,338.447373,
346.970255,352.005766,
362.577271,365.336092,
368.394591,373.940857,
384.466,392.629821,
401.224518,430.378109,
440.207435,443.645519,
453.905718,464.208878,
484.258277,490.928608,
502.829558,523.473926,
536.91253,539.709055,
549.292579,567.668018,
582.991327,591.731948,
648.688458,660.426986,
669.882565,683.996901,
692.76478,701.223087,
714.089251,719.663785,
774.11484,779.353911,
787.643423,792.711459,
796.792325,804.231367,
810.538234,827.536896,
835.389953,850.861453,
864.708487,880.78494,
926.5774200000001,932.500821,
949.6670889999999,967.7070889999997,
978.843562,987.88932,
1002.573248,1006.188522,
1013.635933,1017.389346,
1022.421848,1028.431944,
1039.530695,1046.13738,
1054.404696,1058.263042,
1059.551621,1062.692488,
1071.260165,1074.971253,
1079.041345,1083.440192,
1102.787611,1106.336565,
1116.667624,1119.963736,
1126.056966,1131.683358,
1140.977041,1143.716825,
1145.383174,1158.807198,
1206.899096,1213.071651,
1223.180295,1228.003677,
1237.59379,1246.104459,
1257.101195,1263.327833,
1273.813569,1276.979955,
1281.566161,1286.54714,
1298.984562,1320.007671,
1331.721638,1334.697633,
1335.947747,1340.011471,
1349.106244,1356.203008,
1365.714507,1372.855598,
1382.870604,1386.704198,
1389.754639,1399.54403,
1409.238575,1413.237781,
1426.618562,1430.32565,
1444.477539,1449.500487,
1494.805198,1507.303876,
1518.272739,1534.739607,
1548.005215,1554.97417,
1567.928818,1573.389873,
1589.493744,1610.120166,
1622.480669,1627.302822,
