4.220474,17.265099,
38.451591,43.447445,
63.151813,68.100734,
89.458978,94.107372,
119.343177,122.597019,
143.990095,147.89165,
154.179887,160.787228,
183.031548,192.724717,
211.615727,220.686195,
239.949784,244.749374,
247.961646,253.221985,
274.693034,279.405634,
293.593823,302.420483,
319.197203,322.273788,
356.616926,363.983415,
380.073424,383.906421,
397.010888,402.76674,
428.095773,434.586741,
450.890886,454.707336,
461.038785,468.06416,
489.510334,495.474723,
515.194262,519.902263,
541.650596,547.897443,
559.899924,563.614982,
566.987578,579.493077,
608.821029,613.730749,
624.885125,635.177085,
659.707902,667.77531,
685.8413,689.517273,
692.75828,699.356986,
726.752233,730.415888,
748.112191,753.904541,
768.409937,772.676691,
792.590274,797.635607,
811.290943,815.799852,
821.342666,825.754624,
845.756735,849.733409,
853.041684,860.761379,
906.807046,919.282621,
940.098623,945.619509,
951.131161,958.629239,
975.525785,980.454486,
985.684862,992.764576,
1020.158792,1024.284929,
1029.867208,1037.455173,
1057.545377,1064.422441,
1083.596365,1089.020403,
1113.378515,1123.091176,
1133.38003,1138.084719,
